GJOIN2010,GJOIN2020,WEIGHT,PAREA
G36004700571003000,G36004700571003000,1.0,0.816162303072
G36004700571003000,G36004700571003001,0.0,0.183837696928
G36004700571003001,G36004700571003002,0.881322957198,0.920693339665
G36004700571003001,G36004700571003004,0.118677042802,0.079306660335
G36004700571003002,G36004700571003003,1.0,1.0
G36004700571004000,G36004700571004000,1.0,0.798795653881
G36004700571004000,G36004700571004001,0.0,0.201204346119
G36004700571004001,G36004700571004002,1.0,1.0
G36004700571004002,G36004700571004003,1.0,1.0
G36004700572001000,G36004700572001000,1.0,1.0
G36004700572001001,G36004700572001001,0.609817813765,0.579774100341
G36004700572001001,G36004700572001002,0.390182186235,0.420225899659
G36004700572002000,G36004700572002000,1.0,1.0
G36004700572002001,G36004700572002001,0.815053763441,0.784193520217
G36004700572002001,G36004700572002002,0.184946236559,0.215806479783
G36004700573001000,G36004700573001000,1.0,1.0
G36004700573001001,G36004700573001001,1.0,1.0
G36004700573001002,G36004700573001002,1.0,1.0
G36004700573001003,G36004700573001003,1.0,1.0
G36004700573001004,G36004700573001004,1.0,1.0
G36004700573001005,G36004700573001005,1.0,1.0
G36004700573001006,G36004700573001006,1.0,1.0
G36004700573002000,G36004700573002000,1.0,1.0
G36004700573002001,G36004700573002001,1.0,0.803445113964
G36004700573002001,G36004700573002002,0.0,0.196554886036
G36004700573002002,G36004700573002003,1.0,1.0
G36004700573003000,G36004700573003000,1.0,0.809297912713
G36004700573003000,G36004700573003001,0.0,0.190702087287
G36004700573003001,G36004700573003002,1.0,1.0
G36004700573003002,G36004700573003003,1.0,1.0
G36004700573003003,G36004700573003004,1.0,1.0
G36004700574001000,G36004700574001000,1.0,1.0
G36004700574001001,G36004700574001001,1.0,1.0
G36004700574001002,G36004700574001002,1.0,1.0
G36004700574001003,G36004700574001003,1.0,1.0
G36004700574002000,G36004700574002000,1.0,1.0
G36004700574002001,G36004700574002001,1.0,1.0
G36004700574002002,G36004700574002002,1.0,1.0
G36004700574002003,G36004700574002003,1.0,1.0
G36004700574002004,G36004700574002004,1.0,1.0
G36004700574002005,G36004700574002005,1.0,1.0
G36004700574002006,G36004700574002006,1.0,1.0
G36004700575001000,G36004700575001000,1.0,1.0
G36004700575001001,G36004700575001001,1.0,1.0
G36004700575001002,G36004700575001002,1.0,1.0
G36004700575002000,G36004700575002000,1.0,1.0
G36004700575002001,G36004700575002001,1.0,1.0
G36004700575003000,G36004700575003000,1.0,1.0
G36004700575003001,G36004700575003001,1.0,1.0
G36004700575003002,G36004700575003002,1.0,1.0
G36004700575004000,G36004700575004000,1.0,1.0
G36004700575004001,G36004700575004001,1.0,1.0
G36004700575004002,G36004700575004002,1.0,1.0
G36004700576001000,G36004700576001000,1.0,1.0
G36004700576001001,G36004700576001001,1.0,1.0
G36004700576001002,G36004700576001002,1.0,1.0
G36004700576001003,G36004700576001003,1.0,1.0
G36004700576001004,G36004700576001004,1.0,1.0
G36004700576001005,G36004700576001005,1.0,1.0
G36004700576002000,G36004700576002000,1.0,1.0
G36004700576002001,G36004700576002001,1.0,1.0
G36004700576002002,G36004700576002002,1.0,1.0
G36004700576002003,G36004700576002003,1.0,1.0
G36004700576002004,G36004700576002004,1.0,1.0
G36004700578001000,G36004700578001000,1.0,1.0
G36004700578001001,G36004700578001001,1.0,1.0
G36004700578001002,G36004700578001002,1.0,1.0
G36004700578001003,G36004700578001003,1.0,1.0
G36004700578002000,G36004700578002000,1.0,1.0
G36004700578002001,G36004700578002001,1.0,1.0
G36004700578002002,G36004700578002002,1.0,1.0
G36004700578002003,G36004700578002003,1.0,1.0
G36004700579001000,G36004700579011000,1.0,1.0
G36004700579001001,G36004700579011001,1.0,1.0
G36004700579001002,G36004700579011002,1.0,1.0
G36004700579001003,G36004700579011003,1.0,1.0
G36004700579001004,G36004700579012005,1.0,1.0
G36004700579002000,G36004700579021000,0.987918100567,0.987918100567
G36004700579002000,G36004700579021001,0.012081899433,0.012081899433
G36004700579002001,G36004700579021000,1.0,1.0
G36004700579002002,G36004700579021001,0.009658717627,0.009658717627
G36004700579002002,G36004700579021002,0.990341282373,0.990341282373
G36004700579002003,G36004700579012001,1.0,1.0
G36004700579002004,G36004700579012000,1.0,1.0
G36004700579002005,G36004700579011001,1.0,1.0
G36004700579002006,G36004700579011002,1.0,1.0
G36004700579002007,G36004700579021003,1.0,1.0
G36004700579002008,G36004700579012002,1.0,1.0
G36004700579002009,G36004700579021004,1.0,1.0
G36004700579002010,G36004700579021004,1.0,1.0
G36004700579002011,G36004700579021002,0.752285805751,0.752285805751
G36004700579002011,G36004700579021004,0.126541113271,0.126541113271
G36004700579002011,G36004700579021005,0.121173080977,0.121173080977
G36004700579002012,G36004700579012006,1.0,1.0
G36004700579002013,G36004700579012008,1.0,1.0
G36004700579002014,G36004700579012003,1.0,1.0
G36004700579002015,G36004700579012004,1.0,1.0
G36004700579002016,G36004700579011004,1.0,1.0
G36004700579002017,G36004700579021007,1.0,1.0
G36004700579002018,G36004700579021006,1.0,1.0
G36004700579002019,G36004700579021010,1.0,1.0
G36004700579002020,G36004700579021009,1.0,1.0
G36004700579002021,G36004700579021011,1.0,1.0
G36004700579002022,G36004700579012021,1.0,0.937980274702
G36004700579002022,G36004700579012022,0.0,0.062019725298
G36004700579002023,G36004700579012019,0.0,0.067240672407
G36004700579002023,G36004700579012020,1.0,0.932759327593
G36004700579002024,G36004700579012017,1.0,0.930790382028
G36004700579002024,G36004700579012018,0.0,0.069209617972
G36004700579002025,G36004700579012015,0.0,0.069695193435
G36004700579002025,G36004700579012016,1.0,0.930304806565
G36004700579002026,G36004700579012013,1.0,0.930874237584
G36004700579002026,G36004700579012014,0.0,0.069125762416
G36004700579002027,G36004700579012011,0.0,0.07694942345
G36004700579002027,G36004700579012012,1.0,0.92305057655
G36004700579002028,G36004700579012007,1.0,0.933363477081
G36004700579002028,G36004700579012010,0.0,0.066636522919
G36004700579002029,G36004700579012023,0.208157853689,0.208157853689
G36004700579002029,G36004700579012024,0.791842146311,0.791842146311
G36004700579002030,G36004700579021008,1.0,1.0
G36004700579002031,G36004700579012009,1.0,1.0
G36004700580001000,G36004700580001000,1.0,1.0
G36004700580001001,G36004700580001001,1.0,1.0
G36004700580001002,G36004700580001002,1.0,1.0
G36004700580001003,G36004700580001003,1.0,1.0
G36004700580002000,G36004700580002000,1.0,1.0
G36004700580002001,G36004700580002001,1.0,1.0
G36004700580002002,G36004700580002002,1.0,1.0
G36004700580002003,G36004700580002003,1.0,1.0
G36004700580002004,G36004700580002004,1.0,1.0
G36004700580002005,G36004700580002005,1.0,1.0
G36004700582001000,G36004700582001000,1.0,1.0
G36004700582001001,G36004700582001001,1.0,1.0
G36004700582001002,G36004700582001002,1.0,1.0
G36004700582002000,G36004700582002000,1.0,1.0
G36004700582002001,G36004700582002001,0.496598639456,0.579939077459
G36004700582002001,G36004700582002002,0.503401360544,0.420060922541
G36004700582003000,G36004700582003000,1.0,1.0
G36004700582003001,G36004700582003001,1.0,1.0
G36004700582003002,G36004700582003002,1.0,1.0
G36004700584001000,G36004700584001000,1.0,1.0
G36004700584001001,G36004700584001001,1.0,1.0
G36004700584001002,G36004700584001002,1.0,1.0
G36004700584002000,G36004700584002000,1.0,1.0
G36004700584002001,G36004700584002001,0.74011299435,0.262624916722
G36004700584002001,G36004700584002002,0.25988700565,0.737375083278
G36004700584002002,G36004700584002003,1.0,1.0
G36004700584002003,G36004700584002004,1.0,1.0
G36004700584002004,G36004700584002005,1.0,1.0
G36004700584002005,G36004700584002006,0.674670797831,0.819939854649
G36004700584002005,G36004700584002007,0.325329202169,0.180060145351
G36004700584002006,G36004700584002011,0.728571428571,0.867351885969
G36004700584002006,G36004700584002012,0.271428571429,0.132648114031
G36004700584002007,G36004700584002010,0.83606557377,0.850049261084
G36004700584002007,G36004700584002013,0.16393442623,0.149950738916
G36004700584002008,G36004700584002008,0.301587301587,0.338996478873
G36004700584002008,G36004700584002009,0.698412698413,0.661003521127
G36004700586001000,G36004700586001000,1.0,1.0
G36004700586001001,G36004700586001001,1.0,1.0
G36004700586001002,G36004700586001002,1.0,1.0
G36004700586001003,G36004700586001003,1.0,1.0
G36004700586001004,G36004700586001004,1.0,1.0
G36004700586001005,G36004700586001005,1.0,1.0
G36004700586001006,G36004700586001006,1.0,1.0
G36004700586002000,G36004700586002000,1.0,1.0
G36004700586002001,G36004700586002001,1.0,1.0
G36004700586002002,G36004700586002002,1.0,1.0
G36004700586002003,G36004700586002003,1.0,1.0
G36004700586002004,G36004700586002004,1.0,1.0
G36004700588001000,G36004700588001000,1.0,1.0
G36004700588001001,G36004700588001001,1.0,1.0
G36004700588001002,G36004700588001002,1.0,1.0
G36004700588001003,G36004700588001003,1.0,1.0
G36004700588001004,G36004700588001004,1.0,1.0
G36004700588001005,G36004700588001005,1.0,1.0
G36004700588001006,G36004700588001006,1.0,1.0
G36004700588001007,G36004700588001007,1.0,1.0
G36004700588002000,G36004700588002000,1.0,1.0
G36004700589001000,G36004700589021000,1.0,1.0
G36004700589001001,G36004700589021002,1.0,1.0
G36004700589001002,G36004700589021001,1.0,1.0
G36004700589001003,G36004700589021001,1.0,1.0
G36004700589001004,G36004700589012000,1.0,1.0
G36004700589001005,G36004700589012001,1.0,1.0
G36004700589001006,G36004700589012002,1.0,1.0
G36004700589001007,G36004700589012003,1.0,1.0
G36004700589001008,G36004700589012004,1.0,1.0
G36004700589002000,G36004700589011000,1.0,1.0
G36004700589002001,G36004700589011001,1.0,1.0
G36004700589002002,G36004700589011002,1.0,1.0
G36004700589002003,G36004700589011003,1.0,1.0
G36004700590001000,G36004700590001000,1.0,1.0
G36004700590001001,G36004700590001001,1.0,1.0
G36004700590001002,G36004700590001002,1.0,1.0
G36004700590001003,G36004700590001003,1.0,1.0
G36004700590001004,G36004700590001004,1.0,1.0
G36004700590001005,G36004700590001005,1.0,1.0
G36004700590001006,G36004700590001006,1.0,1.0
G36004700590001007,G36004700590001007,1.0,1.0
G36004700590001008,G36004700590001007,1.0,1.0
G36004700590001009,G36004700590001008,1.0,1.0
G36004700590001010,G36004700590001000,1.0,1.0
G36004700590001011,G36004700590001009,1.0,1.0
G36004700590001012,G36004700590001005,1.0,1.0
G36004700591001000,G36004700591001000,1.0,1.0
G36004700591001001,G36004700591001001,1.0,1.0
G36004700591002000,G36004700591002000,1.0,1.0
G36004700591002001,G36004700591002001,1.0,1.0
G36004700591002002,G36004700591002001,1.0,1.0
G36004700591003000,G36004700591003000,1.0,1.0
G36004700591003001,G36004700591003001,1.0,1.0
G36004700591003002,G36004700591003002,1.0,1.0
G36004700591003003,G36004700591003003,1.0,1.0
G36004700591003004,G36004700591003004,1.0,1.0
G36004700591004000,G36004700591004000,1.0,1.0
G36004700591004001,G36004700591004001,1.0,1.0
G36004700591004002,G36004700591004002,1.0,1.0
G36004700592001000,G36004700592001000,1.0,1.0
G36004700592001001,G36004700592001001,1.0,1.0
G36004700592001002,G36004700592001002,1.0,1.0
G36004700592001003,G36004700592001003,1.0,1.0
G36004700592002000,G36004700592002000,1.0,1.0
G36004700592002001,G36004700592002001,1.0,1.0
G36004700592002002,G36004700592002002,1.0,1.0
G36004700592002003,G36004700592002003,1.0,1.0
G36004700592002004,G36004700592002004,1.0,1.0
G36004700592003000,G36004700592003000,1.0,1.0
G36004700592003001,G36004700592003001,1.0,1.0
G36004700592003002,G36004700592003002,1.0,1.0
G36004700593001000,G36004700593001000,1.0,1.0
G36004700593001001,G36004700593001001,1.0,1.0
G36004700593001002,G36004700593001002,1.0,1.0
G36004700593001003,G36004700593001003,1.0,1.0
G36004700593001004,G36004700593001004,1.0,1.0
G36004700593001005,G36004700593001005,1.0,1.0
G36004700593001006,G36004700593001006,1.0,1.0
G36004700593001007,G36004700593001007,1.0,1.0
G36004700593001008,G36004700593001008,1.0,1.0
G36004700593002000,G36004700593002000,1.0,1.0
G36004700593002001,G36004700593002001,1.0,1.0
G36004700593002002,G36004700593002002,1.0,1.0
G36004700593002003,G36004700593002002,1.0,1.0
G36004700594011000,G36004700594031000,1.0,1.0
G36004700594011001,G36004700594031001,1.0,1.0
G36004700594011002,G36004700594031002,1.0,1.0
G36004700594011003,G36004700594031002,1.0,1.0
G36004700594012000,G36004700594032000,1.0,1.0
G36004700594012001,G36004700594032001,1.0,1.0
G36004700594012002,G36004700594032002,1.0,1.0
G36004700594012003,G36004700594032003,1.0,1.0
G36004700594013000,G36004700594041000,1.0,1.0
G36004700594013001,G36004700594041001,1.0,1.0
G36004700594013002,G36004700594041002,1.0,1.0
G36004700594013003,G36004700594041003,1.0,1.0
G36004700594013004,G36004700594041004,1.0,1.0
G36004700594014000,G36004700594042000,1.0,1.0
G36004700594014001,G36004700594042001,1.0,1.0
G36004700594014002,G36004700594042002,1.0,1.0
G36004700594014003,G36004700594042003,1.0,1.0
G36004700594015000,G36004700594043000,1.0,1.0
G36004700594015001,G36004700594043001,1.0,1.0
G36004700594016000,G36004700594033000,1.0,1.0
G36004700594016001,G36004700594033001,1.0,1.0
G36004700594016002,G36004700594033002,1.0,1.0
G36004700594016003,G36004700594033003,1.0,1.0
G36004700594016004,G36004700594033004,1.0,1.0
G36004700594021000,G36004700594021000,1.0,1.0
G36004700594021001,G36004700594021001,1.0,1.0
G36004700594021002,G36004700594021002,1.0,1.0
G36004700594021003,G36004700594021003,1.0,1.0
G36004700594022000,G36004700594022000,1.0,1.0
G36004700594022001,G36004700594022001,1.0,1.0
G36004700594022002,G36004700594022002,1.0,1.0
G36004700594022003,G36004700594022003,1.0,1.0
G36004700594023000,G36004700594023000,1.0,1.0
G36004700594023001,G36004700594023001,1.0,1.0
G36004700594023002,G36004700594023002,0.839285714286,0.822617467481
G36004700594023002,G36004700594023004,0.160714285714,0.177382532519
G36004700594023003,G36004700594023003,1.0,1.0
G36004700594024000,G36004700594024000,1.0,1.0
G36004700594024001,G36004700594024001,1.0,1.0
G36004700594024002,G36004700594024002,1.0,1.0
G36004700594024003,G36004700594024003,1.0,1.0
G36004700596001000,G36004700596001000,1.0,1.0
G36004700596001001,G36004700596001001,1.0,1.0
G36004700596001002,G36004700596001001,1.0,1.0
G36004700596001003,G36004700596001002,1.0,1.0
G36004700596002000,G36004700596002000,1.0,1.0
G36004700596003000,G36004700596003000,1.0,1.0
G36004700596003001,G36004700596003001,1.0,1.0
G36004700596003002,G36004700596003002,1.0,1.0
G36004700596003003,G36004700596003003,1.0,1.0
G36004700596003004,G36004700596003004,1.0,1.0
G36004700598001000,G36004700598001000,1.0,1.0
G36004700598001001,G36004700598001001,1.0,1.0
G36004700598001002,G36004700598001002,1.0,1.0
G36004700598001003,G36004700598001003,1.0,1.0
G36004700598001004,G36004700598001004,1.0,1.0
G36004700598001005,G36004700598001000,1.0,1.0
G36004700598002000,G36004700598002000,1.0,1.0
G36004700598002001,G36004700598002001,1.0,1.0
G36004700598002002,G36004700598002002,1.0,1.0
G36004700598002003,G36004700598002003,1.0,1.0
G36004700598002004,G36004700598002004,1.0,1.0
G36004700598002005,G36004700598002005,1.0,1.0
G36004700598002006,G36004700598002006,1.0,1.0
G36004700598002007,G36004700598002007,1.0,1.0
G36004700598002008,G36004700598002000,1.0,1.0
G36004700600001000,G36004700600001000,1.0,1.0
G36004700600001001,G36004700600001001,1.0,1.0
G36004700600001002,G36004700600001002,1.0,1.0
G36004700600002000,G36004700600002000,1.0,1.0
G36004700600002001,G36004700600002001,1.0,1.0
G36004700600002002,G36004700600002002,1.0,1.0
G36004700600002003,G36004700600002003,1.0,1.0
G36004700600002004,G36004700600002004,1.0,1.0
G36004700600002005,G36004700600002005,1.0,1.0
G36004700600003000,G36004700600003000,1.0,1.0
G36004700600003001,G36004700600003001,1.0,1.0
G36004700600003002,G36004700600003002,1.0,1.0
G36004700600003003,G36004700600003003,1.0,1.0
G36004700600003004,G36004700600003004,1.0,1.0
G36004700600003005,G36004700600003005,1.0,1.0
G36004700600003006,G36004700600003006,1.0,1.0
G36004700600003007,G36004700600003007,1.0,1.0
G36004700600003008,G36004700600003008,1.0,1.0
G36004700600003009,G36004700600003009,1.0,1.0
G36004700600003010,G36004700600003010,1.0,1.0
G36004700600003011,G36004700600003007,1.0,1.0
G36004700600004000,G36004700600004000,1.0,1.0
G36004700600004001,G36004700600004001,1.0,1.0
G36004700600004002,G36004700600004002,1.0,1.0
G36004700600004003,G36004700600004003,1.0,1.0
G36004700600004004,G36004700600004004,1.0,1.0
G36004700600005000,G36004700600005000,1.0,1.0
G36004700600005001,G36004700600005001,1.0,1.0
G36004700600005002,G36004700600005002,1.0,1.0
G36004700600005003,G36004700600005003,1.0,1.0
G36004700600005004,G36004700600005004,1.0,1.0
G36004700600005005,G36004700600005005,1.0,1.0
G36004700606001000,G36004700606001000,1.0,1.0
G36004700606001001,G36004700606001000,1.0,1.0
G36004700606001002,G36004700606001001,1.0,1.0
G36004700606001003,G36004700606001002,1.0,1.0
G36004700606001004,G36004700606001003,1.0,1.0
G36004700606001005,G36004700606001004,1.0,1.0
G36004700606001006,G36004700606001004,1.0,1.0
G36004700606001007,G36004700606001005,1.0,1.0
G36004700606001008,G36004700606001006,1.0,1.0
G36004700606001009,G36004700606001007,1.0,1.0
G36004700606002000,G36004700606002000,1.0,1.0
G36004700606002001,G36004700606002001,1.0,1.0
G36004700606002002,G36004700606002002,1.0,1.0
G36004700606002003,G36004700606002003,1.0,1.0
G36004700606002004,G36004700606002004,1.0,1.0
G36004700606002005,G36004700606002005,1.0,1.0
G36004700608001000,G36004700608001000,0.640670791273,0.640670791273
G36004700608001000,G36004700608001001,0.359329208727,0.359329208727
G36004700608001001,G36004700608001007,0.329770114943,0.329770114943
G36004700608001001,G36004700608001008,0.670229885057,0.670229885057
