GJOIN2010,GJOIN2020,WEIGHT,PAREA
G36004701078002010,G36004701078002009,1.0,1.0
G36004701078002011,G36004701078002010,1.0,1.0
G36004701078003000,G36004701078003000,1.0,1.0
G36004701078003001,G36004701078003001,1.0,1.0
G36004701078003002,G36004701078003002,1.0,1.0
G36004701078003003,G36004701078003003,1.0,1.0
G36004701078004000,G36004701078004000,1.0,1.0
G36004701098001000,G36004701098005000,0.0,0.089166108506
G36004701098001000,G36004701098005007,1.0,0.910833891494
G36004701098001001,G36004701098005001,0.0,0.088409506399
G36004701098001001,G36004701098005006,1.0,0.911590493601
G36004701098001002,G36004701098005002,0.0,0.095851010283
G36004701098001002,G36004701098005005,1.0,0.904148989717
G36004701098001003,G36004701098005003,0.0,0.085597226599
G36004701098001003,G36004701098005004,1.0,0.914402773401
G36004701098001004,G36004701098005013,1.0,1.0
G36004701098001005,G36004701098005012,1.0,1.0
G36004701098001006,G36004701098005011,1.0,1.0
G36004701098001007,G36004701098005008,1.0,1.0
G36004701098001008,G36004701098005009,1.0,1.0
G36004701098001009,G36004701098005010,1.0,1.0
G36004701098001010,G36004701098004000,1.0,1.0
G36004701098001011,G36004701098004001,1.0,1.0
G36004701098001012,G36004701098004002,1.0,1.0
G36004701098001013,G36004701098004003,1.0,1.0
G36004701098001014,G36004701098004000,1.0,1.0
G36004701098002000,G36004701098002000,1.0,1.0
G36004701098002001,G36004701098001000,0.873563892833,0.873563892833
G36004701098002001,G36004701098001001,0.053712461714,0.053712461714
G36004701098002001,G36004701098001002,0.072723645453,0.072723645453
G36004701098002002,G36004701098001003,0.101385746606,0.101385746606
G36004701098002002,G36004701098001004,0.898614253394,0.898614253394
G36004701098002003,G36004701098001005,1.0,1.0
G36004701098002004,G36004701098002005,1.0,1.0
G36004701098002005,G36004701098003000,1.0,1.0
G36004701098002006,G36004701098003001,1.0,1.0
G36004701098002007,G36004701098003001,1.0,1.0
G36004701098002008,G36004701098002002,1.0,1.0
G36004701098002009,G36004701098001006,1.0,1.0
G36004701098002010,G36004701098002005,1.0,1.0
G36004701098002011,G36004701098002004,1.0,1.0
G36004701098002012,G36004701098002003,1.0,1.0
G36004701098002013,G36004701098002003,1.0,1.0
G36004701098002014,G36004701098002010,1.0,1.0
G36004701098002015,G36004701098002008,1.0,1.0
G36004701098002016,G36004701098002007,1.0,1.0
G36004701098002017,G36004701098002006,1.0,1.0
G36004701098002018,G36004701098002006,1.0,1.0
G36004701098002019,G36004701098002001,1.0,1.0
G36004701098002020,G36004701098002009,1.0,1.0
G36004701104001000,G36004701104001000,1.0,0.876596355288
G36004701104001000,G36004701104001006,0.0,0.123403644712
G36004701104001001,G36004701104001001,1.0,0.844111418798
G36004701104001001,G36004701104001005,0.0,0.155888581202
G36004701104001002,G36004701104001002,1.0,0.705675751616
G36004701104001002,G36004701104001003,0.0,0.294324248384
G36004701104001003,G36004701104001003,1.0,1.0
G36004701104001004,G36004701104001004,0.0,0.248178980229
G36004701104001004,G36004701104001011,1.0,0.751821019771
G36004701104001005,G36004701104001010,1.0,1.0
G36004701104001006,G36004701104001009,1.0,0.98394644482
G36004701104001006,G36004701104001010,0.0,0.01605355518
G36004701104001007,G36004701104001007,0.085607476636,0.085607476636
G36004701104001007,G36004701104001008,0.914392523364,0.914392523364
G36004701104001008,G36004701104001015,1.0,1.0
G36004701104001009,G36004701104001014,1.0,1.0
G36004701104001010,G36004701104001013,1.0,1.0
G36004701104001011,G36004701104001012,1.0,1.0
G36004701104001012,G36004701104001027,1.0,1.0
G36004701104001013,G36004701104001026,1.0,1.0
G36004701104001014,G36004701104001016,1.0,1.0
G36004701104001015,G36004701104001017,1.0,1.0
G36004701104001016,G36004701104001017,1.0,1.0
G36004701104001017,G36004701104001018,1.0,1.0
G36004701104001018,G36004701104001019,1.0,1.0
G36004701104001019,G36004701104001020,1.0,1.0
G36004701104001020,G36004701104001021,1.0,1.0
G36004701104001021,G36004701104001022,1.0,1.0
G36004701104001022,G36004701104001023,1.0,1.0
G36004701104001023,G36004701104001024,1.0,1.0
G36004701104001024,G36004701104001025,1.0,1.0
G36004701104001025,G36004701104001028,1.0,1.0
G36004701104002000,G36004701104002000,0.901570831532,0.901570831532
G36004701104002000,G36004701104002005,0.098429168468,0.098429168468
G36004701104002001,G36004701104002001,1.0,0.901411540993
G36004701104002001,G36004701104002005,0.0,0.098588459007
G36004701104002002,G36004701104002002,1.0,0.896393159937
G36004701104002002,G36004701104002004,0.0,0.103606840063
G36004701104002003,G36004701104002003,1.0,0.890679442509
G36004701104002003,G36004701104002004,0.0,0.109320557491
G36004701104002004,G36004701104002010,0.091760068974,0.091760068974
G36004701104002004,G36004701104002011,0.908239931026,0.908239931026
G36004701104002005,G36004701104002009,1.0,0.908551211322
G36004701104002005,G36004701104002010,0.0,0.091448788678
G36004701104002006,G36004701104002006,0.0,0.091856843176
G36004701104002006,G36004701104002008,1.0,0.908143156824
G36004701104002007,G36004701104002006,0.0,0.089240582501
G36004701104002007,G36004701104002007,1.0,0.910759417499
G36004701104002008,G36004701104002015,1.0,1.0
G36004701104002009,G36004701104002014,1.0,1.0
G36004701104002010,G36004701104002013,1.0,1.0
G36004701104002011,G36004701104002012,1.0,1.0
G36004701104003000,G36004701104003000,1.0,0.927566693614
G36004701104003000,G36004701104003005,0.0,0.072433306386
G36004701104003001,G36004701104003001,1.0,0.915878178593
G36004701104003001,G36004701104003005,0.0,0.084121821407
G36004701104003002,G36004701104003002,1.0,0.921548038701
G36004701104003002,G36004701104003005,0.0,0.078451961299
G36004701104003003,G36004701104003003,1.0,0.915659971837
G36004701104003003,G36004701104003004,0.0,0.084340028163
G36004701104003004,G36004701104003006,0.0,0.059830636114
G36004701104003004,G36004701104003007,0.0,0.055634960886
G36004701104003004,G36004701104003008,1.0,0.884534403
G36004701104004000,G36004701104004000,0.923331080574,0.923331080574
G36004701104004000,G36004701104004008,0.076668919426,0.076668919426
G36004701104004001,G36004701104004001,1.0,0.923199514305
G36004701104004001,G36004701104004008,0.0,0.076800485695
G36004701104004002,G36004701104004002,1.0,0.921033100787
G36004701104004002,G36004701104004008,0.0,0.078966899213
G36004701104004003,G36004701104004003,1.0,0.918065153011
G36004701104004003,G36004701104004007,0.0,0.081934846989
G36004701104004004,G36004701104004004,1.0,0.919546234794
G36004701104004004,G36004701104004006,0.0,0.080453765206
G36004701104004005,G36004701104004005,1.0,0.929335585586
G36004701104004005,G36004701104004006,0.0,0.070664414414
G36004701104004006,G36004701104004009,0.0,0.069989698981
G36004701104004006,G36004701104004010,0.0,0.051905688451
G36004701104004006,G36004701104004012,1.0,0.878104612567
G36004701104004007,G36004701104004009,0.0,0.070637037037
G36004701104004007,G36004701104004010,0.0,0.042251851852
G36004701104004007,G36004701104004011,1.0,0.887111111111
G36004701106001000,G36004701106001000,1.0,1.0
G36004701106001001,G36004701106001001,1.0,1.0
G36004701106002000,G36004701106002000,1.0,1.0
G36004701106002001,G36004701106002001,1.0,1.0
G36004701110001000,G36004701110001000,0.0,0.064046337185
G36004701110001000,G36004701110001001,0.0,0.048000725909
G36004701110001000,G36004701110001002,1.0,0.887952936906
G36004701110002000,G36004701110002000,1.0,1.0
G36004701116001000,G36004701116001000,1.0,0.915996553705
G36004701116001000,G36004701116001014,0.0,0.084003446295
G36004701116001001,G36004701116001001,1.0,0.922990317496
G36004701116001001,G36004701116001014,0.0,0.077009682504
G36004701116001002,G36004701116001002,1.0,0.924444777911
G36004701116001002,G36004701116001014,0.0,0.075555222089
G36004701116001003,G36004701116001003,1.0,0.924647253077
G36004701116001003,G36004701116001014,0.0,0.075352746923
G36004701116001004,G36004701116001004,0.927834274953,0.927834274953
G36004701116001004,G36004701116001013,0.072165725047,0.072165725047
G36004701116001005,G36004701116001005,1.0,0.927226156396
G36004701116001005,G36004701116001013,0.0,0.072773843604
G36004701116001006,G36004701116001006,1.0,0.922787477423
G36004701116001006,G36004701116001013,0.0,0.077212522577
G36004701116001007,G36004701116001007,1.0,0.914671440292
G36004701116001007,G36004701116001012,0.0,0.085328559708
G36004701116001008,G36004701116001008,0.914416441644,0.914416441644
G36004701116001008,G36004701116001012,0.085583558356,0.085583558356
G36004701116001009,G36004701116001009,1.0,0.922273956143
G36004701116001009,G36004701116001011,0.0,0.077726043857
G36004701116001010,G36004701116001010,1.0,0.927698270722
G36004701116001010,G36004701116001011,0.0,0.072301729278
G36004701116002000,G36004701116002000,0.0,0.067020979021
G36004701116002000,G36004701116002001,0.0,0.052699300699
G36004701116002000,G36004701116002002,1.0,0.88027972028
G36004701116002001,G36004701116002000,0.0,0.066746770802
G36004701116002001,G36004701116002001,0.0,0.047101231601
G36004701116002001,G36004701116002003,1.0,0.886151997597
G36004701116002002,G36004701116002000,0.0,0.064740022737
G36004701116002002,G36004701116002001,0.0,0.050200442769
G36004701116002002,G36004701116002004,1.0,0.885059534494
G36004701116002003,G36004701116002000,0.0,0.063486348635
G36004701116002003,G36004701116002001,0.0,0.052145214521
G36004701116002003,G36004701116002005,1.0,0.884368436844
G36004701116002004,G36004701116002006,0.88248668701,0.88248668701
G36004701116002004,G36004701116002007,0.051935618979,0.051935618979
G36004701116002004,G36004701116002008,0.065577694011,0.065577694011
G36004701116002005,G36004701116002007,0.048178403196,0.048178403196
G36004701116002005,G36004701116002008,0.069703655119,0.069703655119
G36004701116002005,G36004701116002011,0.882117941685,0.882117941685
G36004701116002006,G36004701116002007,0.045411032667,0.045411032667
G36004701116002006,G36004701116002008,0.066770372143,0.066770372143
G36004701116002006,G36004701116002012,0.88781859519,0.88781859519
G36004701116002007,G36004701116002007,0.046802622872,0.046802622872
G36004701116002007,G36004701116002008,0.059255248752,0.059255248752
G36004701116002007,G36004701116002013,0.893942128376,0.893942128376
G36004701116002008,G36004701116002009,0.053492724748,0.053492724748
G36004701116002008,G36004701116002010,0.048179677595,0.048179677595
G36004701116002008,G36004701116002014,0.898327597657,0.898327597657
G36004701116002009,G36004701116002009,0.0,0.059612965071
G36004701116002009,G36004701116002010,0.0,0.047211071835
G36004701116002009,G36004701116002015,1.0,0.893175963094
G36004701116002010,G36004701116002009,0.0,0.065483440636
G36004701116002010,G36004701116002010,0.0,0.047503045067
G36004701116002010,G36004701116002016,0.470085470085,0.303462676179
G36004701116002010,G36004701116002017,0.529914529915,0.583550838118
G36004701116002011,G36004701116002018,0.374301675978,0.61833881049
G36004701116002011,G36004701116002029,0.625698324022,0.38166118951
G36004701116002012,G36004701116002019,1.0,1.0
G36004701116002013,G36004701116002020,1.0,1.0
G36004701116002014,G36004701116002021,1.0,1.0
G36004701116002015,G36004701116002022,1.0,1.0
G36004701116002016,G36004701116002023,1.0,1.0
G36004701116002017,G36004701116002024,1.0,1.0
G36004701116002018,G36004701116002025,1.0,1.0
G36004701116002019,G36004701116002026,1.0,1.0
G36004701116002020,G36004701116002027,1.0,1.0
G36004701116002021,G36004701116002028,1.0,1.0
G36004701118001000,G36004701118001000,1.0,1.0
G36004701118001001,G36004701118001001,1.0,1.0
G36004701118001002,G36004701118001002,1.0,1.0
G36004701118001003,G36004701118001003,1.0,1.0
G36004701118001004,G36004701118001004,1.0,1.0
G36004701118001005,G36004701118001005,1.0,1.0
G36004701118001006,G36004701118001006,1.0,1.0
G36004701118001007,G36004701118001007,1.0,1.0
G36004701118002000,G36004701118002000,1.0,1.0
G36004701118002001,G36004701118002001,1.0,1.0
G36004701118002002,G36004701118002002,1.0,1.0
G36004701118002003,G36004701118002003,1.0,1.0
G36004701118002004,G36004701118002004,1.0,1.0
G36004701118002005,G36004701118002005,1.0,1.0
G36004701120001000,G36004701120001000,1.0,1.0
G36004701120001001,G36004701120001001,1.0,1.0
G36004701120001002,G36004701120001002,1.0,1.0
G36004701120001003,G36004701120001003,1.0,1.0
G36004701120001004,G36004701120001004,1.0,1.0
G36004701120001005,G36004701120001005,0.54842228774,0.678456325923
G36004701120001005,G36004701120001006,0.45157771226,0.321543674077
G36004701120001006,G36004701120001005,1.0,1.0
G36004701120002000,G36004701120002000,1.0,1.0
G36004701120002001,G36004701120002001,1.0,1.0
G36004701120002002,G36004701120002002,1.0,1.0
G36004701120002003,G36004701120002003,1.0,1.0
G36004701120002004,G36004701120002004,1.0,1.0
G36004701120002005,G36004701120002005,0.643263757116,0.647746748664
G36004701120002005,G36004701120002006,0.356736242884,0.352253251336
G36004701122001000,G36004701122001000,1.0,1.0
G36004701122001001,G36004701122001001,1.0,1.0
G36004701122001002,G36004701122001002,1.0,1.0
G36004701122001003,G36004701122001003,1.0,1.0
G36004701122001004,G36004701122001004,1.0,1.0
G36004701122001005,G36004701122001005,1.0,1.0
G36004701122001006,G36004701122001006,1.0,1.0
G36004701122002000,G36004701122002000,1.0,1.0
G36004701122002001,G36004701122002001,1.0,1.0
G36004701122002002,G36004701122002001,1.0,1.0
G36004701122002003,G36004701122002002,1.0,1.0
G36004701124001000,G36004701124001000,1.0,1.0
G36004701124001001,G36004701124001001,1.0,1.0
G36004701124001002,G36004701124001002,1.0,1.0
G36004701124001003,G36004701124001003,1.0,1.0
G36004701124001004,G36004701124001004,1.0,1.0
G36004701124001005,G36004701124001005,1.0,1.0
G36004701124002000,G36004701124002000,1.0,1.0
G36004701124002001,G36004701124002001,1.0,1.0
G36004701124002002,G36004701124002002,1.0,1.0
G36004701124002003,G36004701124002003,1.0,1.0
G36004701124002004,G36004701124002004,1.0,1.0
G36004701124002005,G36004701124002005,1.0,1.0
G36004701124003000,G36004701124003000,1.0,1.0
G36004701124003001,G36004701124003001,1.0,1.0
G36004701124003002,G36004701124003002,1.0,1.0
G36004701124003003,G36004701124003003,1.0,1.0
G36004701126001000,G36004701126001000,1.0,1.0
G36004701126001001,G36004701126001001,1.0,1.0
G36004701126001002,G36004701126001002,1.0,1.0
G36004701126001003,G36004701126001003,1.0,1.0
G36004701126002000,G36004701126002000,1.0,1.0
G36004701126002001,G36004701126002001,1.0,1.0
G36004701126002002,G36004701126002002,1.0,1.0
G36004701126002003,G36004701126002003,1.0,1.0
G36004701126003000,G36004701126003000,1.0,1.0
G36004701126003001,G36004701126003001,1.0,1.0
G36004701126003002,G36004701126003002,1.0,1.0
G36004701126003003,G36004701126003003,1.0,1.0
G36004701128001000,G36004701128001000,1.0,1.0
G36004701128001001,G36004701128001001,1.0,1.0
G36004701128001002,G36004701128001002,1.0,1.0
G36004701128001003,G36004701128001003,1.0,1.0
G36004701128002000,G36004701128002000,1.0,1.0
G36004701128002001,G36004701128002001,1.0,1.0
G36004701128002002,G36004701128002002,1.0,1.0
G36004701128002003,G36004701128002003,1.0,1.0
G36004701128003000,G36004701128003000,1.0,1.0
G36004701128003001,G36004701128003001,1.0,1.0
G36004701128003002,G36004701128003002,1.0,1.0
G36004701128003003,G36004701128003003,1.0,1.0
G36004701130001000,G36004701130001000,1.0,1.0
G36004701130001001,G36004701130001001,1.0,1.0
G36004701130001002,G36004701130001002,1.0,1.0
G36004701130002000,G36004701130002000,1.0,1.0
G36004701130002001,G36004701130002001,1.0,1.0
G36004701130002002,G36004701130002002,1.0,1.0
G36004701130003000,G36004701130003000,1.0,1.0
G36004701130003001,G36004701130003001,1.0,1.0
G36004701130003002,G36004701130003002,1.0,1.0
G36004701130004000,G36004701130004000,1.0,1.0
G36004701130004001,G36004701130004001,1.0,1.0
G36004701130004002,G36004701130004002,1.0,1.0
G36004701130004003,G36004701130004003,1.0,1.0
G36004701130004004,G36004701130004004,1.0,1.0
G36004701130004005,G36004701130004005,1.0,1.0
G36004701132001000,G36004701132002000,1.0,1.0
G36004701132001001,G36004701132002001,1.0,1.0
G36004701132001002,G36004701132002002,1.0,1.0
G36004701132001003,G36004701132002003,1.0,1.0
G36004701132001004,G36004701132002004,1.0,1.0
G36004701132001005,G36004701132002005,1.0,1.0
G36004701132001006,G36004701132003001,1.0,1.0
G36004701132001007,G36004701132003000,1.0,1.0
G36004701132002000,G36004701132001000,1.0,1.0
G36004701132002001,G36004701132001001,1.0,1.0
G36004701132002002,G36004701132001002,1.0,1.0
G36004701132002003,G36004701132001003,1.0,0.914322863204
G36004701132002003,G36004701132001008,0.0,0.085677136796
G36004701132002004,G36004701132001004,1.0,0.920576828536
G36004701132002004,G36004701132001007,0.0,0.079423171464
G36004701132002005,G36004701132001005,1.0,0.916682637026
G36004701132002005,G36004701132001006,0.0,0.083317362974
G36004701134001000,G36004701134001000,1.0,1.0
G36004701134001001,G36004701134001001,1.0,1.0
G36004701134001002,G36004701134001002,1.0,1.0
G36004701134001003,G36004701134001003,1.0,1.0
G36004701134001004,G36004701134001004,1.0,1.0
G36004701134001005,G36004701134001005,1.0,1.0
G36004701134001006,G36004701134001006,1.0,1.0
G36004701134002000,G36004701134002000,1.0,1.0
G36004701134002001,G36004701134002001,1.0,1.0
G36004701134003000,G36004701134003000,1.0,1.0
G36004701134003001,G36004701134003001,1.0,1.0
G36004701134003002,G36004701134003002,1.0,1.0
G36004701142011000,G36004701142011000,0.0,0.021095919675
G36004701142011000,G36004701142011003,1.0,0.978904080325
G36004701142011001,G36004701142011001,0.288132116114,0.288132116114
G36004701142011001,G36004701142011002,0.711867883886,0.711867883886
G36004701142011002,G36004701142011004,1.0,1.0
G36004701142011003,G36004701142011006,1.0,1.0
G36004701142011004,G36004701142011005,1.0,1.0
G36004701142011005,G36004701142011001,0.800511508951,0.800511508951
G36004701142011005,G36004701142011002,0.199488491049,0.199488491049
G36004701142012000,G36004701142012000,1.0,1.0
G36004701142012001,G36004701142012001,1.0,1.0
G36004701142012002,G36004701142012002,0.866448176977,0.866448176977
G36004701142012002,G36004701142012004,0.133551823023,0.133551823023
G36004701142012003,G36004701142012003,0.762192816635,0.762192816635
G36004701142012003,G36004701142012004,0.237807183365,0.237807183365
G36004701142012004,G36004701142012005,1.0,1.0
G36004701142012005,G36004701142012006,1.0,1.0
G36004701142012006,G36004701142012004,0.142649833116,0.142649833116
G36004701142012006,G36004701142012015,0.857350166884,0.857350166884
G36004701142012007,G36004701142012007,1.0,1.0
G36004701142012008,G36004701142012008,1.0,1.0
G36004701142012009,G36004701142012009,0.936911218955,0.936911218955
G36004701142012009,G36004701142012010,0.063088781045,0.063088781045
G36004701142012010,G36004701142012011,1.0,1.0
G36004701142012011,G36004701142012012,1.0,1.0
G36004701142012012,G36004701142012013,1.0,1.0
G36004701142012013,G36004701142012012,1.0,1.0
G36004701142012014,G36004701142012014,1.0,1.0
G36004701142012015,G36004701142012014,1.0,1.0
G36004701142021000,G36004701142021002,1.0,1.0
G36004701142021001,G36004701142021003,1.0,1.0
G36004701142021002,G36004701142021004,1.0,1.0
G36004701142021003,G36004701142021001,1.0,1.0
G36004701142022000,G36004701142022000,1.0,1.0
G36004701142022001,G36004701142022001,1.0,1.0
G36004701142022002,G36004701142022002,1.0,1.0
G36004701144001000,G36004701144001000,1.0,1.0
G36004701144001001,G36004701144001001,1.0,1.0
G36004701144001002,G36004701144001003,0.0,0.119009675583
G36004701144001002,G36004701144001005,1.0,0.880990324417
G36004701144001003,G36004701144001004,0.315789473684,0.097367472052
G36004701144001003,G36004701144001010,0.684210526316,0.902632527948
G36004701144001004,G36004701144001011,1.0,1.0
G36004701144001005,G36004701144001011,1.0,1.0
G36004701144001006,G36004701144001012,1.0,1.0
G36004701144001007,G36004701144001009,1.0,1.0
G36004701144001008,G36004701144001008,1.0,1.0
G36004701144001009,G36004701144001007,1.0,1.0
G36004701144001010,G36004701144001002,0.0,0.112879164595
G36004701144001010,G36004701144001006,1.0,0.887120835405
G36004701144001011,G36004701144001014,1.0,1.0
G36004701144001012,G36004701144001015,1.0,1.0
G36004701144001013,G36004701144001016,1.0,1.0
G36004701144001014,G36004701144001017,1.0,1.0
G36004701144001015,G36004701144001018,1.0,1.0
G36004701144001016,G36004701144001019,1.0,1.0
G36004701144001017,G36004701144001020,1.0,1.0
G36004701144001018,G36004701144001013,1.0,1.0
G36004701144002000,G36004701144002000,1.0,1.0
G36004701144002001,G36004701144002001,1.0,1.0
G36004701144002002,G36004701144002002,1.0,1.0
G36004701144002003,G36004701144002003,1.0,1.0
G36004701144002004,G36004701144002004,1.0,1.0
G36004701144002005,G36004701144002005,1.0,1.0
G36004701144003000,G36004701144003000,1.0,1.0
G36004701144003001,G36004701144003001,1.0,1.0
G36004701144003002,G36004701144003002,1.0,1.0
G36004701144003003,G36004701144003003,1.0,1.0
G36004701144003004,G36004701144003004,1.0,1.0
G36004701144003005,G36004701144003005,1.0,1.0
G36004701144004000,G36004701144004000,1.0,1.0
G36004701144004001,G36004701144004001,1.0,1.0
G36004701144004002,G36004701144004002,1.0,1.0
G36004701144004003,G36004701144004003,1.0,1.0
G36004701144004004,G36004701144004004,1.0,1.0
G36004701144004005,G36004701144004005,1.0,1.0
G36004701146001000,G36004701146001000,1.0,1.0
G36004701146001001,G36004701146001001,1.0,1.0
G36004701146001002,G36004701146001002,1.0,1.0
G36004701146001003,G36004701146001003,1.0,1.0
G36004701146001004,G36004701146001004,1.0,1.0
G36004701146001005,G36004701146001005,1.0,1.0
G36004701146002000,G36004701146002000,1.0,1.0
G36004701146002001,G36004701146002001,1.0,1.0
G36004701146002002,G36004701146002002,1.0,1.0
G36004701146002003,G36004701146002003,1.0,1.0
G36004701146002004,G36004701146002004,1.0,1.0
G36004701146002005,G36004701146002005,1.0,1.0
G36004701146002006,G36004701146002006,1.0,1.0
G36004701146002007,G36004701146002007,1.0,1.0
G36004701150001000,G36004701150001000,1.0,1.0
G36004701150001001,G36004701150001001,1.0,1.0
G36004701150001002,G36004701150001002,1.0,1.0
G36004701150001003,G36004701150001003,1.0,1.0
G36004701150001004,G36004701150001004,1.0,1.0
G36004701150002000,G36004701150002000,0.751322751323,0.754606114929
G36004701150002000,G36004701150002001,0.248677248677,0.245393885071
G36004701150002001,G36004701150002002,1.0,1.0
G36004701150002002,G36004701150002003,1.0,1.0
G36004701150002003,G36004701150002004,1.0,1.0
G36004701150002004,G36004701150002005,1.0,1.0
G36004701150003000,G36004701150003000,0.579831932773,0.474898101203
G36004701150003000,G36004701150003001,0.420168067227,0.525101898797
G36004701150003001,G36004701150003002,1.0,1.0
G36004701150003002,G36004701150003003,1.0,1.0
G36004701150003003,G36004701150003004,1.0,1.0
G36004701150003004,G36004701150003005,1.0,1.0
G36004701152001000,G36004701152001000,1.0,1.0
G36004701152001001,G36004701152001001,1.0,1.0
G36004701152001002,G36004701152001002,1.0,1.0
G36004701152001003,G36004701152001003,1.0,1.0
G36004701152001004,G36004701152001004,1.0,1.0
G36004701152002000,G36004701152002000,1.0,1.0
G36004701152002001,G36004701152002001,1.0,1.0
G36004701152002002,G36004701152002002,1.0,1.0
G36004701152002003,G36004701152002003,1.0,1.0
G36004701152002004,G36004701152002004,1.0,1.0
G36004701152003000,G36004701152003000,1.0,1.0
G36004701152003001,G36004701152003001,1.0,1.0
G36004701152003002,G36004701152003002,1.0,1.0
G36004701152003003,G36004701152003003,1.0,1.0
G36004701152003004,G36004701152003004,1.0,1.0
G36004701156001000,G36004701156001000,1.0,1.0
G36004701156001001,G36004701156001001,1.0,1.0
G36004701156001002,G36004701156001002,1.0,1.0
G36004701156002000,G36004701156002000,1.0,1.0
G36004701156002001,G36004701156002001,1.0,1.0
G36004701156002002,G36004701156002002,1.0,1.0
G36004701156003000,G36004701156003000,1.0,1.0
G36004701156003001,G36004701156003001,1.0,1.0
G36004701156004000,G36004701156004000,1.0,1.0
G36004701156004001,G36004701156004001,1.0,1.0
G36004701156004002,G36004701156004002,1.0,1.0
G36004701156004003,G36004701156004003,1.0,1.0
G36004701158001000,G36004701158001000,1.0,1.0
G36004701158001001,G36004701158001001,1.0,1.0
G36004701158001002,G36004701158001002,1.0,1.0
G36004701158001003,G36004701158001003,1.0,1.0
G36004701158002000,G36004701158002000,1.0,1.0
G36004701158002001,G36004701158002001,1.0,1.0
G36004701158002002,G36004701158002002,1.0,1.0
G36004701158002003,G36004701158002003,1.0,1.0
G36004701158003000,G36004701158003000,1.0,1.0
G36004701158003001,G36004701158003001,1.0,1.0
G36004701158003002,G36004701158003002,1.0,1.0
G36004701158003003,G36004701158003003,1.0,1.0
G36004701160001000,G36004701160001000,1.0,1.0
G36004701160001001,G36004701160001001,1.0,1.0
G36004701160001002,G36004701160001002,1.0,1.0
G36004701160001003,G36004701160001003,1.0,1.0
G36004701160001004,G36004701160001004,1.0,1.0
G36004701160002000,G36004701160002000,1.0,1.0
G36004701160002001,G36004701160002001,1.0,1.0
G36004701160002002,G36004701160002002,1.0,1.0
G36004701160003000,G36004701160003000,1.0,1.0
G36004701160003001,G36004701160003001,1.0,1.0
G36004701160003002,G36004701160003002,1.0,1.0
G36004701160003003,G36004701160003003,1.0,1.0
G36004701162001000,G36004701162001000,0.48275862069,0.434791332263
G36004701162001000,G36004701162001001,0.51724137931,0.565208667737
G36004701162001001,G36004701162001002,1.0,1.0
G36004701162001002,G36004701162001003,1.0,1.0
G36004701162001003,G36004701162001004,1.0,1.0
G36004701162002000,G36004701162002000,0.602316602317,0.731898879162
G36004701162002000,G36004701162002001,0.397683397683,0.268101120838
G36004701162002001,G36004701162002002,1.0,1.0
G36004701162002002,G36004701162002003,1.0,1.0
G36004701162002003,G36004701162002004,1.0,1.0
G36004701162003000,G36004701162003000,0.710674157303,0.686133180441
G36004701162003000,G36004701162003001,0.289325842697,0.313866819559
G36004701162003001,G36004701162003002,1.0,1.0
G36004701162003002,G36004701162003003,1.0,1.0
G36004701162003003,G36004701162003004,1.0,1.0
G36004701164001000,G36004701164001000,1.0,1.0
G36004701164001001,G36004701164001001,1.0,1.0
G36004701164001002,G36004701164001002,1.0,1.0
G36004701164001003,G36004701164001003,1.0,1.0
G36004701164001004,G36004701164001004,1.0,1.0
G36004701164002000,G36004701164002000,1.0,1.0
G36004701164002001,G36004701164002001,1.0,1.0
G36004701164002002,G36004701164002002,1.0,1.0
G36004701164002003,G36004701164002003,1.0,1.0
G36004701164002004,G36004701164002004,1.0,1.0
G36004701164003000,G36004701164003000,1.0,1.0
G36004701164003001,G36004701164003001,1.0,1.0
G36004701164003002,G36004701164003002,1.0,1.0
G36004701164003003,G36004701164003003,1.0,1.0
G36004701164003004,G36004701164003004,1.0,1.0
G36004701166001000,G36004701166001000,1.0,1.0
G36004701166001001,G36004701166001001,1.0,1.0
G36004701166001002,G36004701166001002,1.0,1.0
G36004701166001003,G36004701166001003,1.0,1.0
G36004701166001004,G36004701166001004,1.0,1.0
G36004701166002000,G36004701166002000,1.0,1.0
G36004701166002001,G36004701166002001,1.0,1.0
G36004701166002002,G36004701166002002,1.0,1.0
G36004701166002003,G36004701166002003,1.0,1.0
G36004701166002004,G36004701166002004,1.0,1.0
G36004701166003000,G36004701166003000,1.0,1.0
G36004701166003001,G36004701166003001,1.0,1.0
G36004701166003002,G36004701166003002,1.0,1.0
G36004701166003003,G36004701166003003,1.0,1.0
G36004701166003004,G36004701166003004,1.0,1.0
G36004701168001000,G36004701168001000,1.0,1.0
G36004701168001001,G36004701168001001,1.0,1.0
G36004701168001002,G36004701168001002,1.0,1.0
G36004701168001003,G36004701168001003,1.0,1.0
G36004701168001004,G36004701168001004,1.0,1.0
G36004701168001005,G36004701168001005,1.0,1.0
G36004701168002000,G36004701168002000,1.0,1.0
G36004701168002001,G36004701168002001,1.0,1.0
G36004701168002002,G36004701168002002,1.0,1.0
G36004701168002003,G36004701168002003,1.0,1.0
G36004701168002004,G36004701168002004,1.0,1.0
G36004701168002005,G36004701168002005,1.0,1.0
G36004701170001000,G36004701170001000,1.0,1.0
G36004701170001001,G36004701170001001,0.559925093633,0.707236047354
G36004701170001001,G36004701170001002,0.440074906367,0.292763952646
G36004701170001002,G36004701170001003,1.0,1.0
G36004701170002000,G36004701170002000,1.0,1.0
G36004701170002001,G36004701170002001,1.0,1.0
